modelName,param,storyName,clipt,clipi,accs
StoryAdapter,TopK+id4,da_trang,0.2891885080645161,0.8015845514112904,0.12718709309895834
StoryAdapter,TopK+id4,ho_guom,0.29008556547619047,0.7605202414772727,0.274382091703869
StoryAdapter,TopK+id4,mai_an_tiem,0.319609375,0.7203097873263888,0.33339041915594364
StoryAdapter,TopK+id4,son_tinh_thuy_tinh,0.2655504014756944,0.6126644736842105,0.2152099609375
StoryAdapter,TopK+id4,so_dua,0.2787388392857143,0.6984375,0.35080078124999997
StoryAdapter,TopK+id4,tam_cam,0.2691219554227941,0.7967529296875,0.26183500744047616
StoryAdapter,TopK+id4,thach_sanh,0.29951404389880953,0.7854225852272727,0.1765190972222222
StoryAdapter,TopK+id4,thanh_giong,0.24986436631944445,0.71485595703125,0.33155924479166665
StoryAdapter,TopK+id4,trai_sau_rieng,0.33146866508152173,0.8302873883928571,0.1654052734375
StoryAdapter,TopK+id4,trau_cau,0.2577582465277778,0.7347237723214286,0.2231045809659091
StoryAdapter,TopK+id6,ba_luoi_riu,0.3290452223557692,0.8268103966346154,0.6592029389880952
StoryAdapter,TopK+id6,cau_be_thong_minh,0.29248046875,0.6974609375,0.169305419921875
StoryAdapter,TopK+id6,cau_be_tich_chu,0.3290812174479167,0.8288302951388888,0.518280029296875
StoryAdapter,TopK+id6,cay_huyet_du,0.25349564985795453,0.7970842633928571,0.34873453776041663
StoryAdapter,TopK+id6,cay_khe,0.297119140625,0.7728678385416666,0.42510986328125
StoryAdapter,TopK+id6,cay_tre_tram_dot,0.261688232421875,0.6525530133928571,0.3443509615384615
StoryAdapter,TopK+id6,chim_da_da,0.3052701083096591,0.7373046875,0.41421549479166664
StoryAdapter,TopK+id6,chim_hit_co,0.26670735677083335,0.7591378348214286,0.16300455729166666
StoryAdapter,TopK+id6,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,0.31063406808035715,0.7347506009615384,0.3354627821180556
StoryAdapter,TopK+id6,chim_quoc,0.2612643771701389,0.7513427734375,0.4513392857142857
StoryAdapter,TopK+id6,chim_tu_hu,0.25589224008413464,0.8224923270089286,0.39445891203703703
StoryAdapter,TopK+id6,coc_kien_troi,0.2988865064538043,0.7629852294921875,0.3675401475694444
StoryAdapter,TopK+id6,con_rong_chau_tien,0.291094970703125,0.774853515625,0.1795654296875
StoryAdapter,TopK+id6,da_trang,0.2852743825604839,0.8048292590725806,0.1327200224905303
StoryAdapter,TopK+id6,ho_guom,0.2872953869047619,0.7337313565340909,0.27844964890252977
