modelName,param,storyName,clipts,clipis,accss
StoryAdapter,id2,con_rong_chau_tien,"[0.294677734375, 0.277099609375, 0.284423828125, 0.3134765625, 0.27294921875, 0.3046875, 0.29736328125, 0.313720703125, 0.330078125, 0.26416015625, 0.306884765625, 0.33203125, 0.281005859375, 0.2841796875, 0.330810546875, 0.271240234375, 0.345947265625, 0.304443359375, 0.2398681640625, 0.27294921875]","[0.90380859375, 0.9140625, 0.74169921875, 0.880859375, 0.7021484375, 0.896484375, 0.89404296875, 0.830078125, 0.77001953125, 0.880859375, 0.8779296875, 0.6435546875, 0.6435546875, 0.759765625, 0.87451171875, 0.73193359375, 0.75048828125, 0.8310546875, 0.66015625, 0.69140625]","{'dragon lineage lord': 0.6866861979166666, 'monsters': 0, 'villagers': 0, 'mountain fairy': 0.6451822916666666, 'glowing sac': 0, 'baby boys': 0, 'sons': 0.419189453125, 'brothers': 0, 'legendary vietnamese king': 0, 'officials': 0, 'bronze drums': 0, 'dragon and fairy': 0}"
StoryAdapter,id2,da_trang,"[0.326416015625, 0.319580078125, 0.27685546875, 0.278076171875, 0.275634765625, 0.34619140625, 0.28076171875, 0.29833984375, 0.30908203125, 0.24462890625, 0.24462890625, 0.285888671875, 0.326416015625, 0.320556640625, 0.337646484375, 0.298095703125, 0.2802734375, 0.28515625, 0.273681640625, 0.29736328125, 0.2188720703125, 0.298583984375, 0.2386474609375, 0.287841796875, 0.288818359375, 0.280029296875, 0.275390625, 0.2225341796875, 0.302978515625, 0.29052734375, 0.283935546875]","[0.8798828125, 0.76953125, 0.76513671875, 0.76953125, 0.77392578125, 0.77685546875, 0.78515625, 0.8154296875, 0.89013671875, 0.87353515625, 0.8076171875, 0.81396484375, 0.78271484375, 0.81787109375, 0.81787109375, 0.84130859375, 0.775390625, 0.7568359375, 0.9130859375, 0.8369140625, 0.80908203125, 0.76611328125, 0.6640625, 0.7451171875, 0.77392578125, 0.80615234375, 0.78173828125, 0.84130859375, 0.7353515625, 0.791015625, 0.77197265625]","{'old man': 0.6558131167763158, 'male cobra': 0, 'female cobra': 0, 'large cobra': 0, 'snake': 0, 'glowing pearl': 0, 'green pearl': 0, 'crows': 0.62158203125, 'floating corpse': 0, 'soldiers': 0, 'sparrows': 0, 'mandarin': 0, ""friend's house"": 0, 'friend': 0, 'geese': 0.734130859375, 'white gander': 0.73046875, 'blue pearl': 0.7451171875, 'river': 0, 'dragon palace': 0, 'dragon king': 0, 'empty house': 0, 'letter': 0, 'sand': 0, 'small crab': 0}"
StoryAdapter,id2,ho_guom,"[0.2568359375, 0.2308349609375, 0.26904296875, 0.296142578125, 0.2783203125, 0.325927734375, 0.27392578125, 0.283447265625, 0.2227783203125, 0.259033203125, 0.31591796875, 0.257568359375, 0.28662109375, 0.2822265625, 0.28515625, 0.296630859375, 0.33642578125, 0.355224609375, 0.28759765625, 0.31103515625, 0.270263671875]","[0.90869140625, 0.72314453125, 0.8974609375, 0.763671875, 0.65087890625, 0.77294921875, 0.81640625, 0.7392578125, 0.78466796875, 0.7841796875, 0.6572265625, 0.80078125, 0.876953125, 0.70458984375, 0.89892578125, 0.748046875, 0.56005859375, 0.80126953125, 0.405517578125, 0.63818359375, 0.87890625, 0.798828125]","{'ming invaders': 0, 'villagers': 0.46142578125, 'dragon lord': 0, 'peasants': 0, 'loyal soldier': 0.77734375, 'rusty sword blade': 0, 'lam son rebel army': 0.7265625, 'rebel leader': 0.5063883463541666, 'glowing sword': 0, 'jeweled hilt': 0, 'soldiers': 0, 'legendary vietnamese king': 0.5604248046875, 'golden turtle': 0.7501627604166666, 'magic sword': 0}"
StoryAdapter,id2,mai_an_tiem,"[0.255859375, 0.336181640625, 0.344482421875, 0.24267578125, 0.30224609375, 0.280517578125, 0.27294921875, 0.1961669921875, 0.206298828125, 0.22607421875, 0.233642578125, 0.259521484375, 0.306640625, 0.30322265625, 0.28173828125, 0.2978515625, 0.2705078125, 0.2193603515625, 0.3134765625, 0.263427734375, 0.272216796875, 0.314453125, 0.228515625, 0.25830078125, 0.284423828125]","[0.7431640625, 0.77392578125, 0.76513671875, 0.65576171875, 0.66455078125, 0.71826171875, 0.72900390625, 0.69921875, 0.57080078125, 0.57080078125, 0.63232421875, 0.52685546875, 0.52685546875, 0.58837890625, 0.58837890625, 0.6328125, 0.51708984375, 0.51708984375, 0.51708984375, 0.58740234375, 0.58740234375, 0.5234375, 0.8994140625, 0.54736328125, 0.54296875, 0.54296875, 0.54296875, 0.51123046875, 0.7568359375, 0.7216796875, 0.77099609375, 0.6376953125, 0.85009765625, 0.68994140625, 0.712890625, 0.6318359375]","{'young man': 0.50966796875, 'wife': 0.6824544270833334, 'son': 0.64697265625, 'officials': 0.541015625, 'legendary vietnamese king': 0.48392159598214285, 'guards': 0.399658203125, 'elderly mandarin': 0, 'old official': 0, 'guard': 0, 'birds': 0, 'green vines': 0, 'watermelons': 0.76513671875, 'fishermen': 0.64111328125, 'traders': 0, 'people': 0, 'servant': 0.712646484375, 'temple': 0}"
StoryAdapter,id2,son_tinh_thuy_tinh,"[0.314453125, 0.2440185546875, 0.271728515625, 0.288330078125, 0.2452392578125, 0.25341796875, 0.2763671875, 0.255859375, 0.312255859375, 0.287109375, 0.21630859375, 0.2330322265625, 0.219970703125, 0.2432861328125, 0.1773681640625, 0.26318359375, 0.24853515625, 0.2017822265625]","[0.66552734375, 0.62841796875, 0.73046875, 0.74072265625, 0.74072265625, 0.58154296875, 0.58154296875, 0.64501953125, 0.61669921875, 0.64306640625, 0.60791015625, 0.460693359375, 0.428955078125, 0.88134765625, 0.36572265625, 0.84716796875, 0.4853515625, 0.744140625, 0.464111328125]","{'beautiful princess': 0.6474609375, 'legendary vietnamese king': 0.630126953125, 'treasures': 0, 'royal nobels': 0, 'moutain lord': 0.6961669921875, 'water lord': 0.713623046875, 'mythical offerings': 0, 'bamboo scroll': 0, 'monsters': 0, 'villagers': 0, 'bronze drum spirit': 0, 'landscape': 0}"
StoryAdapter,id2,so_dua,"[0.271240234375, 0.2381591796875, 0.25732421875, 0.2412109375, 0.27734375, 0.31298828125, 0.2529296875, 0.25146484375, 0.319580078125, 0.27685546875, 0.343017578125, 0.310791015625, 0.316650390625, 0.286376953125]","[0.7724609375, 0.828125, 0.78759765625, 0.8076171875, 0.8076171875, 0.7666015625, 0.7666015625, 0.60888671875, 0.6591796875, 0.6591796875, 0.75830078125, 0.763671875, 0.68212890625, 0.68212890625, 0.66357421875, 0.59521484375, 0.68994140625, 0.68994140625, 0.6806640625, 0.6806640625]","{'elderly woman': 0, 'widow': 0, 'round baby': 0, 'strange coconut boy': 0.712890625, 'landlord': 0.64599609375, 'mother': 0.7099609375, 'youngest daughter': 0.657958984375, 'sisters': 0.650390625, 'young man': 0, 'rooster': 0}"
StoryAdapter,id2,tam_cam,"[0.2685546875, 0.26611328125, 0.260009765625, 0.267822265625, 0.290771484375, 0.2454833984375, 0.2802734375, 0.2459716796875, 0.354736328125, 0.241455078125, 0.2314453125, 0.251708984375, 0.2822265625, 0.28564453125, 0.298095703125, 0.2440185546875, 0.281982421875, 0.2423095703125, 0.293701171875, 0.259033203125, 0.27880859375, 0.2998046875, 0.30517578125, 0.29345703125, 0.273681640625, 0.301025390625, 0.3623046875, 0.33349609375, 0.28955078125, 0.33837890625, 0.2152099609375, 0.2235107421875, 0.220458984375, 0.27783203125]","[0.86572265625, 0.86572265625, 0.86572265625, 0.86767578125, 0.86767578125, 0.79248046875, 0.8369140625, 0.857421875, 0.857421875, 0.9013671875, 0.87744140625, 0.87744140625, 0.86767578125, 0.837890625, 0.85986328125, 0.77587890625, 0.83349609375, 0.861328125, 0.861328125, 0.83984375, 0.84619140625, 0.73193359375, 0.75732421875, 0.712890625, 0.73681640625, 0.73681640625, 0.8447265625, 0.8447265625, 0.8447265625, 0.75048828125, 0.72216796875, 0.75048828125, 0.75048828125, 0.78125, 0.78125, 0.72802734375, 0.72802734375, 0.72802734375, 0.69384765625, 0.7724609375, 0.79345703125, 0.85888671875, 0.70751953125, 0.86181640625, 0.80322265625, 0.78564453125, 0.8671875, 0.71826171875, 0.7734375, 0.70947265625, 0.7783203125, 0.71337890625, 0.6474609375, 0.708984375, 0.71435546875, 0.8359375, 0.8359375, 0.759765625, 0.759765625, 0.71826171875]","{'kind village girl': 0.7095703125, 'jealous stepsister': 0.66552734375, 'stepmother': 0.7217494419642857, 'kind old sage': 0.79345703125, 'goby fish': 0, 'rooster': 0, 'sparrows': 0, 'white horse': 0, 'elephants': 0, 'king': 0.6090494791666666, 'women': 0, 'oriole bird': 0.701904296875, 'trees': 0, 'loom': 0, 'magic persimmon': 0.75341796875, 'old woman': 0.6962890625, 'soldiers': 0, 'crow': 0}"
StoryAdapter,id2,thach_sanh,"[0.334228515625, 0.248779296875, 0.302978515625, 0.2919921875, 0.323974609375, 0.29443359375, 0.2900390625, 0.280517578125, 0.291748046875, 0.301025390625, 0.2802734375, 0.326171875, 0.32080078125, 0.286865234375, 0.27001953125, 0.255126953125, 0.33203125, 0.283203125, 0.295166015625, 0.299560546875, 0.2568359375]","[0.84375, 0.8916015625, 0.78515625, 0.75732421875, 0.81884765625, 0.7578125, 0.828125, 0.74853515625, 0.68017578125, 0.703125, 0.689453125, 0.74169921875, 0.74853515625, 0.72998046875, 0.75634765625, 0.68701171875, 0.826171875, 0.75634765625, 0.72021484375, 0.80712890625, 0.744140625, 0.6455078125]","{'elderly couple': 0, 'prince': 0, 'courageous woodcutter': 0.6728515625, 'celestial being': 0, 'cunning man': 0.71455078125, 'villagers': 0, 'mother': 0, 'ogre monster': 0, 'python monster': 0, 'king': 0.63427734375, 'eagle': 0, 'princess': 0.6943359375, 'sea king': 0, 'spirits': 0, 'armies': 0}"
StoryAdapter,id2,thanh_giong,"[0.2353515625, 0.224853515625, 0.215087890625, 0.2469482421875, 0.2208251953125, 0.235107421875, 0.299560546875, 0.267333984375, 0.261474609375, 0.2183837890625, 0.21875, 0.301025390625, 0.2666015625, 0.301025390625, 0.240234375, 0.316650390625, 0.31591796875, 0.2457275390625]","[0.75146484375, 0.73193359375, 0.76953125, 0.66259765625, 0.802734375, 0.8076171875, 0.66943359375, 0.759765625, 0.76904296875, 0.724609375, 0.75537109375, 0.87109375, 0.82568359375, 0.6767578125, 0.62744140625, 0.54150390625, 0.8466796875, 0.677734375, 0.576171875, 0.5634765625]","{'woman': 0.68994140625, 'miracle boy': 0.5630425347222222, 'invaders': 0, 'an king': 0, 'messenger': 0.77099609375, 'blacksmiths': 0, 'villagers': 0.66845703125, 'iron horse': 0.6552734375, 'soldiers': 0, 'landscape': 0}"
StoryAdapter,id2,trai_sau_rieng,"[0.3154296875, 0.32861328125, 0.298583984375, 0.264892578125, 0.244873046875, 0.2200927734375, 0.31298828125, 0.289794921875, 0.29296875, 0.34326171875, 0.347412109375, 0.306640625, 0.351806640625, 0.2841796875, 0.34912109375, 0.320556640625, 0.390380859375, 0.326171875, 0.371337890625, 0.299560546875, 0.2734375, 0.265380859375, 0.267578125]","[0.912109375, 0.85546875, 0.69384765625, 0.904296875, 0.697265625, 0.82763671875, 0.72412109375]","{'scholar-warrior': 0, 'man': 0, 'villagers': 0, 'boat': 0, 'mother': 0, 'scholar': 0.687255859375, 'young woman': 0, 'couple': 0, 'durian tree': 0, 'wife': 0, 'husband': 0, 'spirit of wife': 0, 'fruit': 0, 'old man': 0.66357421875, 'guests': 0, 'tear': 0.73046875}"
StoryAdapter,id2,trau_cau,"[0.267333984375, 0.28076171875, 0.25048828125, 0.229248046875, 0.26806640625, 0.164794921875, 0.2003173828125, 0.2498779296875, 0.251708984375, 0.22412109375, 0.2744140625, 0.2401123046875, 0.2578125, 0.2347412109375, 0.2449951171875, 0.313232421875, 0.25537109375, 0.33642578125]","[0.8369140625, 0.8369140625, 0.77392578125, 0.767578125, 0.7255859375, 0.6650390625, 0.7373046875, 0.7373046875, 0.72412109375, 0.72412109375, 0.6923828125, 0.63330078125, 0.5048828125, 0.65478515625]","{'older brother': 0.4815673828125, 'younger brother': 0.70087890625, 'wife': 0.72021484375, 'younger brother (stone)': 0, 'older brother (tree)': 0, 'wife (vine)': 0, 'villagers': 0, 'ancient king': 0.558837890625, 'red juice': 0, 'betel': 0, 'areca': 0}"
StoryAdapter,id4,ba_luoi_riu,"[0.3740234375, 0.318359375, 0.333740234375, 0.301513671875, 0.34033203125, 0.337158203125, 0.32373046875, 0.322998046875, 0.344970703125, 0.31982421875, 0.29931640625, 0.3203125, 0.311279296875]","[0.84619140625, 0.78125, 0.88720703125, 0.8720703125, 0.884765625, 0.8583984375, 0.85009765625, 0.791015625, 0.8642578125, 0.70068359375, 0.72705078125, 0.875, 0.869140625]","{'woodcutter': 0.62158203125, 'old man (buddha)': 0.6865931919642857}"
StoryAdapter,id4,cau_be_thong_minh,"[0.296630859375, 0.228271484375, 0.265625, 0.330078125, 0.2281494140625, 0.28564453125, 0.30322265625, 0.315673828125, 0.3037109375, 0.32275390625, 0.232177734375, 0.29345703125, 0.3359375, 0.317138671875]","[0.82080078125, 0.7431640625, 0.716796875, 0.64306640625, 0.68408203125, 0.68994140625, 0.65234375, 0.73974609375, 0.65625, 0.521484375]","{'mandarin': 0, 'small boy': 0.6746826171875, 'king': 0.6873372395833334, 'villagers': 0, 'father': 0, 'soldiers': 0, 'mandarins': 0, 'ant': 0}"
StoryAdapter,id4,cau_be_tich_chu,"[0.298828125, 0.29296875, 0.31591796875, 0.3154296875, 0.358642578125, 0.39111328125, 0.32958984375, 0.359619140625, 0.29150390625, 0.371826171875, 0.301513671875, 0.318115234375]","[0.81787109375, 0.83349609375, 0.76611328125, 0.89208984375, 0.880859375, 0.87060546875, 0.85546875, 0.7783203125, 0.755859375]","{'grandmother': 0.6968994140625, 'grandmother (bird)': 0.66845703125, 'boy': 0.7205403645833334, 'fairy': 0}"
StoryAdapter,id4,cay_huyet_du,"[0.30615234375, 0.2359619140625, 0.20703125, 0.275634765625, 0.22265625, 0.24853515625, 0.2353515625, 0.2259521484375, 0.237548828125, 0.2474365234375, 0.257568359375]","[0.94384765625, 0.7705078125, 0.849609375, 0.7255859375, 0.826171875, 0.74267578125, 0.74267578125]","{'butcher': 0.687744140625, 'monk': 0.73681640625, 'woman': 0, 'knife': 0}"
StoryAdapter,id4,cay_khe,"[0.30322265625, 0.255615234375, 0.27783203125, 0.250244140625, 0.3173828125, 0.2763671875, 0.30126953125, 0.337646484375, 0.298095703125, 0.334228515625, 0.336669921875, 0.30712890625, 0.276611328125, 0.333251953125, 0.300537109375, 0.34765625, 0.331787109375]","[0.841796875, 0.7392578125, 0.85302734375, 0.8583984375, 0.8017578125, 0.75537109375, 0.62451171875, 0.861328125, 0.70458984375, 0.7119140625, 0.67333984375, 0.705078125]","{'older brother': 0.65625, 'younger brother': 0.708984375, 'starfruit tree': 0, 'giant bird': 0.690673828125, 'wife': 0.5595703125, 'wife (older)': 0}"
StoryAdapter,id4,cay_tre_tram_dot,"[0.252197265625, 0.267578125, 0.264892578125, 0.307373046875, 0.26318359375, 0.296630859375, 0.271728515625, 0.232421875, 0.2462158203125, 0.25244140625, 0.27734375, 0.263671875, 0.26123046875, 0.2763671875, 0.277587890625, 0.2064208984375, 0.262939453125, 0.23388671875, 0.28564453125, 0.277587890625]","[0.53759765625, 0.72802734375, 0.62451171875, 0.75390625, 0.76953125, 0.76953125, 0.6162109375, 0.60546875, 0.68505859375, 0.8115234375, 0.62841796875, 0.56494140625, 0.61572265625, 0.5751953125, 0.6201171875, 0.64013671875, 0.724609375, 0.654296875, 0.65185546875, 0.65185546875, 0.66064453125]","{'landowner': 0, 'farmer': 0.6351787860576923, 'but': 0.6767578125, 'groom': 0, 'guests': 0, 'daughter': 0}"
StoryAdapter,id4,chim_da_da,"[0.3369140625, 0.302490234375, 0.2423095703125, 0.330810546875, 0.1806640625, 0.2249755859375, 0.2281494140625, 0.30419921875, 0.343017578125, 0.36962890625, 0.348876953125, 0.356201171875, 0.328369140625, 0.30517578125, 0.299560546875, 0.322021484375, 0.321533203125, 0.26904296875, 0.31640625, 0.293701171875, 0.349853515625, 0.298583984375]","[0.78857421875, 0.765625, 0.7734375, 0.82177734375, 0.66259765625, 0.8466796875, 0.7080078125, 0.66748046875, 0.7275390625, 0.73291015625, 0.7568359375, 0.685546875, 0.72265625, 0.62841796875, 0.6865234375, 0.60107421875, 0.58154296875]","{'boy': 0.72001953125, 'mother': 0.7802734375, 'stepfather': 0.606640625, 'villagers': 0, 'woodcutters': 0}"
StoryAdapter,id4,chim_hit_co,"[0.25390625, 0.2266845703125, 0.2432861328125, 0.267822265625, 0.23876953125, 0.333251953125, 0.286376953125, 0.29248046875, 0.270263671875, 0.2841796875, 0.27685546875, 0.22900390625, 0.242919921875, 0.1864013671875, 0.322509765625]","[0.91943359375, 0.91943359375, 0.76513671875, 0.76513671875, 0.75732421875, 0.76123046875, 0.57275390625, 0.7333984375, 0.75341796875, 0.72119140625, 0.69970703125, 0.70263671875, 0.705078125, 0.7421875]","{'aunt': 0.63134765625, 'nephew': 0.629150390625, 'crowd': 0, 'bird': 0}"
StoryAdapter,id4,chim_nam_trau_sau_cot_va_chim_bat_co_troi_cot,"[0.352783203125, 0.294921875, 0.317138671875, 0.3271484375, 0.2734375, 0.3310546875, 0.31005859375, 0.3134765625, 0.291748046875, 0.23095703125, 0.260986328125, 0.2239990234375, 0.26953125, 0.2705078125]","[0.8486328125, 0.75634765625, 0.71337890625, 0.71533203125, 0.65234375, 0.8291015625, 0.58740234375, 0.591796875, 0.6630859375, 0.80908203125, 0.65087890625, 0.70849609375, 0.6396484375]","{'muscular vietnamese farmer': 0.7283935546875, 'daughter': 0.59295654296875, 'muscular vietnamese farmer (bird)': 0, 'daughter (bird)': 0}"
StoryAdapter,id4,chim_quoc,"[0.30908203125, 0.27783203125, 0.217529296875, 0.23681640625, 0.2203369140625, 0.2452392578125, 0.228515625, 0.2236328125, 0.271484375, 0.2271728515625, 0.290771484375, 0.28466796875, 0.2423095703125, 0.2291259765625, 0.234619140625, 0.31689453125, 0.31103515625, 0.2666015625]","[0.73388671875, 0.779296875, 0.78271484375, 0.78271484375, 0.8232421875, 0.66650390625, 0.728515625, 0.69677734375, 0.69677734375, 0.8017578125, 0.8017578125, 0.74755859375, 0.74755859375, 0.80615234375, 0.63525390625, 0.74560546875, 0.68359375, 0.69287109375, 0.71728515625, 0.56201171875]","{'poor scholar teacher': 0.622802734375, 'poor scholar friend': 0.6279296875, 'arrogant wife': 0.565380859375, 'poor scholar friend (bird)': 0}"
StoryAdapter,id4,chim_tu_hu,"[0.2352294921875, 0.259521484375, 0.2646484375, 0.2548828125, 0.275146484375, 0.26611328125, 0.274658203125, 0.266845703125, 0.2783203125, 0.280029296875, 0.265380859375, 0.238037109375, 0.300048828125, 0.31005859375, 0.295166015625, 0.322021484375, 0.280517578125, 0.34423828125, 0.274169921875, 0.275390625, 0.2158203125, 0.2222900390625, 0.2357177734375, 0.2432861328125, 0.217041015625, 0.246337890625]","[0.87060546875, 0.81005859375, 0.80322265625, 0.85009765625, 0.86376953125, 0.6904296875, 0.87060546875, 0.74951171875, 0.78515625, 0.84033203125, 0.81640625, 0.78515625, 0.6982421875, 0.75048828125, 0.71923828125, 0.74951171875, 0.7646484375, 0.7587890625, 0.77001953125, 0.890625, 0.8193359375, 0.85888671875, 0.86767578125, 0.87109375, 0.79052734375, 0.86376953125, 0.69921875, 0.8330078125]","{'impatient monk': 0.7415707236842105, 'calm monk': 0.72607421875, 'buddha': 0, 'birds': 0.6748046875, 'bird': 0.7412109375, 'lotus': 0, 'woman': 0.6689453125, 'compassionate buddhist goddess': 0, 'impatient monk (bird)': 0}"
StoryAdapter,id4,coc_kien_troi,"[0.2474365234375, 0.26953125, 0.31201171875, 0.28076171875, 0.32177734375, 0.334228515625, 0.313232421875, 0.354736328125, 0.28857421875, 0.299560546875, 0.281005859375, 0.345947265625, 0.288330078125, 0.318603515625, 0.34228515625, 0.364013671875, 0.300048828125, 0.232421875, 0.326904296875, 0.24365234375, 0.337158203125, 0.288330078125, 0.2410888671875]","[0.74169921875, 0.66259765625, 0.744140625, 0.744140625, 0.8623046875, 0.8623046875, 0.8623046875, 0.79833984375, 0.67724609375, 0.7802734375, 0.64794921875, 0.81005859375, 0.7861328125, 0.7421875, 0.779296875, 0.6337890625, 0.75244140625, 0.58349609375, 0.71484375, 0.61572265625, 0.84814453125, 0.7724609375, 0.8251953125, 0.72802734375, 0.79736328125, 0.69873046875, 0.888671875, 0.625, 0.84375, 0.77294921875, 0.87255859375, 0.89208984375]","{'sun': 0, 'earth': 0, 'soil': 0, 'withered tree': 0, 'birds': 0, 'toad': 0.68359375, 'crab': 0.600341796875, 'bear': 0.630126953125, 'tiger': 0.781005859375, 'fox': 0.741943359375, 'bees': 0.570068359375, 'giant drum': 0.65283203125, 'water jar': 0, 'jade emperor': 0.63671875, 'rooster': 0.7431640625, 'dog': 0, 'thunder god': 0.6552734375, 'rain': 0}"
StoryAdapter,id4,con_rong_chau_tien,"[0.294677734375, 0.277099609375, 0.284423828125, 0.3125, 0.30419921875, 0.26416015625, 0.276611328125, 0.2890625, 0.32177734375, 0.29296875, 0.2890625, 0.316162109375, 0.282470703125, 0.26318359375, 0.3076171875, 0.28076171875, 0.330810546875, 0.294677734375, 0.268310546875, 0.25048828125]","[0.90380859375, 0.9140625, 0.70458984375, 0.87890625, 0.6591796875, 0.79736328125, 0.87744140625, 0.78759765625, 0.76416015625, 0.8759765625, 0.88134765625, 0.59765625, 0.57763671875, 0.7529296875, 0.9140625, 0.72802734375, 0.74658203125, 0.82080078125, 0.67041015625, 0.66064453125]","{'dragon lineage lord': 0.6614118303571429, 'monsters': 0, 'villagers': 0, 'mountain fairy': 0.6453450520833334, 'glowing sac': 0, 'baby boys': 0, 'sons': 0.446044921875, 'brothers': 0, 'legendary vietnamese king': 0.414794921875, 'officials': 0, 'bronze drums': 0, 'dragon and fairy': 0}"
StoryAdapter,id4,da_trang,"[0.326416015625, 0.319580078125, 0.27685546875, 0.3056640625, 0.277099609375, 0.315673828125, 0.271728515625, 0.272705078125, 0.3154296875, 0.254638671875, 0.23974609375, 0.266845703125, 0.300048828125, 0.306396484375, 0.298095703125, 0.2998046875, 0.2822265625, 0.29345703125, 0.25390625, 0.330810546875, 0.2174072265625, 0.292724609375, 0.260498046875, 0.269287109375, 0.29638671875, 0.281005859375, 0.26025390625, 0.23828125, 0.306884765625, 0.287109375, 0.288818359375]","[0.8798828125, 0.78662109375, 0.79150390625, 0.7900390625, 0.69287109375, 0.7568359375, 0.81787109375, 0.8115234375, 0.85888671875, 0.8017578125, 0.798828125, 0.84619140625, 0.79150390625, 0.81298828125, 0.81298828125, 0.71142578125, 0.68896484375, 0.7783203125, 0.87939453125, 0.8388671875, 0.79052734375, 0.7978515625, 0.75732421875, 0.7763671875, 0.783203125, 0.8359375, 0.79150390625, 0.82275390625, 0.7763671875, 0.75830078125, 0.765625]","{'old man': 0.652978515625, 'male cobra': 0, 'female cobra': 0, 'large cobra': 0, 'snake': 0, 'glowing pearl': 0, 'green pearl': 0, 'crows': 0.439697265625, 'floating corpse': 0, 'soldiers': 0, 'sparrows': 0, 'mandarin': 0, ""friend's house"": 0, 'friend': 0, 'geese': 0.68115234375, 'white gander': 0.68017578125, 'blue pearl': 0.791015625, 'river': 0, 'dragon palace': 0, 'dragon king': 0, 'empty house': 0, 'letter': 0, 'sand': 0, 'small crab': 0}"
StoryAdapter,id4,ho_guom,"[0.2568359375, 0.2308349609375, 0.26904296875, 0.303955078125, 0.2340087890625, 0.319091796875, 0.31298828125, 0.28955078125, 0.2529296875, 0.265380859375, 0.3193359375, 0.265625, 0.278076171875, 0.284912109375, 0.276123046875, 0.327880859375, 0.321533203125, 0.3583984375, 0.318115234375, 0.311279296875, 0.294921875]","[0.90869140625, 0.72314453125, 0.76904296875, 0.72998046875, 0.65283203125, 0.705078125, 0.74072265625, 0.72998046875, 0.75439453125, 0.76611328125, 0.64599609375, 0.8046875, 0.8505859375, 0.72216796875, 0.9169921875, 0.8271484375, 0.5478515625, 0.8212890625, 0.525390625, 0.68212890625, 0.87158203125, 0.80517578125]","{'ming invaders': 0, 'villagers': 0.46142578125, 'dragon lord': 0, 'peasants': 0, 'loyal soldier': 0.814208984375, 'rusty sword blade': 0, 'lam son rebel army': 0.8212890625, 'rebel leader': 0.666015625, 'glowing sword': 0, 'jeweled hilt': 0, 'soldiers': 0, 'legendary vietnamese king': 0.54876708984375, 'golden turtle': 0.7431640625, 'magic sword': 0}"
StoryAdapter,id4,mai_an_tiem,"[0.255859375, 0.336181640625, 0.344482421875, 0.270263671875, 0.33349609375, 0.2939453125, 0.285888671875, 0.3310546875, 0.21533203125, 0.2335205078125, 0.30078125, 0.280029296875, 0.3173828125, 0.291015625, 0.291015625, 0.25830078125, 0.26171875, 0.2218017578125, 0.28759765625, 0.2763671875, 0.28271484375, 0.2734375, 0.239501953125, 0.26806640625, 0.26318359375]","[0.7431640625, 0.77392578125, 0.791015625, 0.77685546875, 0.66796875, 0.71923828125, 0.76806640625, 0.80859375, 0.64111328125, 0.64111328125, 0.65087890625, 0.533203125, 0.533203125, 0.59326171875, 0.59326171875, 0.6123046875, 0.48828125, 0.48828125, 0.48828125, 0.58837890625, 0.58837890625, 0.5625, 0.9462890625, 0.54833984375, 0.55712890625, 0.55712890625, 0.55712890625, 0.5615234375, 0.8212890625, 0.744140625, 0.75732421875, 0.61572265625, 0.70556640625, 0.67431640625, 0.7275390625, 0.67041015625]","{'young man': 0.5191243489583334, 'wife': 0.68427734375, 'son': 0.65380859375, 'officials': 0.5565185546875, 'legendary vietnamese king': 0.53790283203125, 'guards': 0.387451171875, 'elderly mandarin': 0, 'old official': 0, 'guard': 0, 'birds': 0, 'green vines': 0, 'watermelons': 0.7626953125, 'fishermen': 0.70703125, 'traders': 0, 'people': 0, 'servant': 0.5386962890625, 'temple': 0}"
StoryAdapter,id4,son_tinh_thuy_tinh,"[0.314453125, 0.2440185546875, 0.271728515625, 0.290283203125, 0.2626953125, 0.26123046875, 0.255615234375, 0.232666015625, 0.301513671875, 0.2958984375, 0.209228515625, 0.2403564453125, 0.2342529296875, 0.22607421875, 0.2149658203125, 0.255859375, 0.23681640625, 0.2086181640625]","[0.66552734375, 0.626953125, 0.68017578125, 0.728515625, 0.728515625, 0.54638671875, 0.54638671875, 0.65869140625, 0.62646484375, 0.6279296875, 0.62939453125, 0.51220703125, 0.5244140625, 0.845703125, 0.418212890625, 0.79248046875, 0.55078125, 0.74951171875, 0.4765625]","{'beautiful princess': 0.6533203125, 'legendary vietnamese king': 0.6407470703125, 'treasures': 0, 'royal nobels': 0, 'moutain lord': 0.630859375, 'water lord': 0.6656901041666666, 'mythical offerings': 0, 'bamboo scroll': 0, 'monsters': 0, 'villagers': 0, 'bronze drum spirit': 0, 'landscape': 0}"
StoryAdapter,id4,so_dua,"[0.271240234375, 0.2381591796875, 0.25732421875, 0.246337890625, 0.24169921875, 0.333740234375, 0.2490234375, 0.25244140625, 0.311767578125, 0.295166015625, 0.332275390625, 0.317626953125, 0.2451171875, 0.294189453125]","[0.75537109375, 0.74072265625, 0.69970703125, 0.80419921875, 0.80419921875, 0.7529296875, 0.7529296875, 0.62109375, 0.66259765625, 0.66259765625, 0.7548828125, 0.72265625, 0.57080078125, 0.57080078125, 0.57421875, 0.6357421875, 0.740234375, 0.740234375, 0.6240234375, 0.6240234375]","{'elderly woman': 0, 'widow': 0, 'round baby': 0, 'strange coconut boy': 0.7281901041666666, 'landlord': 0.67431640625, 'mother': 0.70166015625, 'youngest daughter': 0.658203125, 'sisters': 0.4169921875, 'young man': 0, 'rooster': 0}"
